key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1.started,key_resp_instruction1.keys,key_resp_instruction1.rt,key_resp_instruction1.duration,key_resp_instruction2.started,key_resp_instruction2.keys,key_resp_instruction2.rt,key_resp_instruction2.duration,key_resp_instruction3.started,key_resp_instruction3.keys,key_resp_instruction3.rt,key_resp_instruction3.duration,practiceCondition,practice_reward_seqs,key_resp_practice_slots.started,key_resp_practice_slots.rt,key_resp_practice_slots.duration,key_resp_practice_slots.keys,presentationInterval,"practice_reward_seq: 2,1,3",reward_Img,Cuml_rew,currentPracticeTrialReward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,"practice_reward_seq: 2,3,1",text_block_break.started,"practice_reward_seq: 1,3,2","practice_reward_seq: 3,1,2",key_resp_practice_end.started,key_resp_practice_end.keys,key_resp_practice_end.rt,key_resp_practice_end.duration,text_main_instruction.started,BlockCondition,BlockOrderIndices,key_resp_main_instruction.started,key_resp_main_instruction.keys,key_resp_main_instruction.rt,key_resp_main_instruction.duration,blockNumber,blockAssignment,currentCondition,main_reward_seqs,key_resp_slots_presentation.started,key_resp_slots_presentation.keys,key_resp_slots_presentation.rt,key_resp_slots_presentation.duration,Main_presentationInterval,rewardPresentationTime,Main_reward_seq,Random value generated,Main_reward_Img,Main_Cumul_Reward,Main_currentTrialReward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.1251,up,0.6678,,1.5,0.3,"[1,2,3]",0.277957745,stimuli/card_10_transparent.png,750,10,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.6075,up,0.2215,,0.5,0.3,"[1,2,3]",0.746207231,stimuli/card_10_transparent.png,760,10,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,"[8,15]","[[3,2,1],[3,1,2]]",731.6508,left,0.8059,,1.5,0.3,"[3,2,1]",0.372821833,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.2737,right,0.484,,1.5,0.3,"[3,2,1]",0.769264613,stimuli/card_100_transparent.png,100,100,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.5744,right,0.4185,,0.5,0.3,"[3,2,1]",0.519335082,stimuli/card_100_transparent.png,200,100,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.8075,right,0.4189,,1,0.3,"[3,2,1]",0.581825204,stimuli/card_100_transparent.png,300,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.541,right,0.2828,,0.5,0.3,"[3,2,1]",0.619974377,stimuli/card_100_transparent.png,400,100,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.6405,right,0.445,,0.5,0.3,"[3,2,1]",0.455019909,stimuli/card_100_transparent.png,500,100,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.9076,right,0.3444,,0.5,0.3,"[3,2,1]",0.318611999,stimuli/card_100_transparent.png,600,100,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.0742,right,0.5533,,1,0.3,"[3,2,1]",0.777968692,stimuli/card_100_transparent.png,700,100,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.9415,right,0.3957,,1.5,0.3,"[3,1,2]",0.052822952,stimuli/card_0_transparent.png,700,0,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.1571,left,1.1331,,0.5,0.3,"[3,1,2]",0.138241231,stimuli/card_10_transparent.png,710,10,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.1085,up,0.2355,,1,0.3,"[3,1,2]",0.242269344,stimuli/card_100_transparent.png,810,100,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.6567,up,0.2827,,1,0.3,"[3,1,2]",0.897777169,stimuli/card_100_transparent.png,910,100,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.2579,up,0.1452,,1,0.3,"[3,1,2]",0.242390713,stimuli/card_100_transparent.png,1010,100,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.7233,up,0.1008,,0.5,0.3,"[3,1,2]",0.941862106,stimuli/card_100_transparent.png,1110,100,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.6412,up,0.2023,,0.5,0.3,"[3,1,2]",0.684490812,stimuli/card_100_transparent.png,1210,100,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.6569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,"[6,15]","[[1,3,2],[3,2,1]]",760.6769,right,0.5025,,1.5,0.3,"[1,3,2]",0.00403708,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.9907,right,0.1342,,0.5,0.3,"[1,3,2]",0.295161538,stimuli/card_10_transparent.png,10,10,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.9412,left,0.1834,,1.5,0.3,"[1,3,2]",0.105328989,stimuli/card_10_transparent.png,20,10,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.9409,up,0.1684,,1.5,0.3,"[1,3,2]",0.023900471,stimuli/card_100_transparent.png,120,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.9232,up,0.3436,,1,0.3,"[1,3,2]",0.94835786,stimuli/card_0_transparent.png,120,0,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.5914,up,1.5103,,1.5,0.3,"[1,3,2]",0.157565376,stimuli/card_10_transparent.png,130,10,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.9244,up,0.1097,,0.5,0.3,"[3,2,1]",0.209574124,stimuli/card_10_transparent.png,140,10,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.8585,up,0.351,,1,0.3,"[3,2,1]",0.462531423,stimuli/card_10_transparent.png,150,10,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.5228,up,0.2188,,1.5,0.3,"[3,2,1]",0.102807345,stimuli/card_100_transparent.png,250,100,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.5572,up,0.5513,,1,0.3,"[3,2,1]",0.089715173,stimuli/card_0_transparent.png,250,0,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.4238,up,0.1841,,1,0.3,"[3,2,1]",0.941623148,stimuli/card_10_transparent.png,260,10,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.9229,right,0.5458,,1,0.3,"[3,2,1]",0.771384309,stimuli/card_100_transparent.png,360,100,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.7911,right,0.1861,,1.5,0.3,"[3,2,1]",0.501772233,stimuli/card_100_transparent.png,460,100,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.7901,right,0.0687,,1,0.3,"[3,2,1]",0.384433571,stimuli/card_100_transparent.png,560,100,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.173,right,0.1107,,1.5,0.3,"[3,2,1]",0.340539906,stimuli/card_100_transparent.png,660,100,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,"[10,15]","[[3,1,2],[1,3,2]]",793.123,right,1.6351,,0.5,0.3,"[3,1,2]",0.052257232,stimuli/card_0_transparent.png,0,0,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.5733,left,0.904,,0.5,0.3,"[3,1,2]",0.477107221,stimuli/card_0_transparent.png,0,0,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.2903,left,0.5664,,0.5,0.3,"[3,1,2]",0.718129623,stimuli/card_0_transparent.png,0,0,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.6724,left,0.4663,,1.5,0.3,"[3,1,2]",0.145552673,stimuli/card_10_transparent.png,10,10,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.9567,right,0.7857,,1,0.3,"[3,1,2]",0.740347174,stimuli/card_10_transparent.png,20,10,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.0571,right,0.6441,,1,0.3,"[3,1,2]",0.593607098,stimuli/card_10_transparent.png,30,10,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.0228,up,0.7344,,0.5,0.3,"[3,1,2]",0.6556834,stimuli/card_100_transparent.png,130,100,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.5728,up,0.4981,,0.5,0.3,"[3,1,2]",0.459653914,stimuli/card_100_transparent.png,230,100,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.8894,up,0.5015,,1.5,0.3,"[3,1,2]",0.899902635,stimuli/card_100_transparent.png,330,100,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.2076,up,0.1679,,1.5,0.3,"[3,1,2]",0.919499839,stimuli/card_100_transparent.png,430,100,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.1899,up,0.06,,1,0.3,"[1,3,2]",0.665209155,stimuli/card_0_transparent.png,430,0,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.5722,left,1.0642,0.0004,1,0.3,"[1,3,2]",0.61089882,stimuli/card_100_transparent.png,530,100,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.9565,left,0.1633,,1.5,0.3,"[1,3,2]",0.660470704,stimuli/card_100_transparent.png,630,100,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.9403,left,0.2518,,1.5,0.3,"[1,3,2]",0.782579258,stimuli/card_100_transparent.png,730,100,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.0075,left,0.1863,,1.5,0.3,"[1,3,2]",0.23554447,stimuli/card_100_transparent.png,830,100,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,"[15,15]","[[3,1,2],[3,1,2]]",827.0083,right,2.8177,,0.5,0.3,"[3,1,2]",0.451745512,stimuli/card_10_transparent.png,10,10,0,0,0,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.6392,up,0.3112,,1,0.3,"[3,1,2]",0.441945394,stimuli/card_100_transparent.png,110,100,1,0,1,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.2722,up,0.4674,,0.5,0.3,"[3,1,2]",0.928289874,stimuli/card_100_transparent.png,210,100,2,0,2,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.5552,up,1.2608,,0.5,0.3,"[3,1,2]",0.37766774,stimuli/card_100_transparent.png,310,100,3,0,3,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.6391,up,2.3021,,1,0.3,"[3,1,2]",0.935741416,stimuli/card_100_transparent.png,410,100,4,0,4,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.2549,up,1.4816,,1.5,0.3,"[3,1,2]",0.746114692,stimuli/card_100_transparent.png,510,100,5,0,5,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.5553,up,1.5531,,1,0.3,"[3,1,2]",0.728961419,stimuli/card_100_transparent.png,610,100,6,0,6,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.4231,left,0.7338,,0.5,0.3,"[3,1,2]",0.530245073,stimuli/card_0_transparent.png,610,0,7,0,7,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.9723,right,1.5902,,1.5,0.3,"[3,1,2]",0.4024332,stimuli/card_10_transparent.png,620,10,8,0,8,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.3884,left,3.6502,,1.5,0.3,"[3,1,2]",0.714527745,stimuli/card_0_transparent.png,620,0,9,0,9,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.8558,up,0.1093,,1,0.3,"[3,1,2]",0.102515079,stimuli/card_10_transparent.png,630,10,10,0,10,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.2873,right,0.0992,,1.5,0.3,"[3,1,2]",0.059901465,stimuli/card_0_transparent.png,630,0,11,0,11,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.2058,left,0.3156,,1,0.3,"[3,1,2]",0.722857381,stimuli/card_0_transparent.png,630,0,12,0,12,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.8401,left,0.3513,,0.5,0.3,"[3,1,2]",0.73796845,stimuli/card_0_transparent.png,630,0,13,0,13,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.0056,left,2.7684,0.0005,0.5,0.3,"[3,1,2]",0.482021794,stimuli/card_0_transparent.png,630,0,14,0,14,0,1,,,,,
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,9,0,1
,,,,a,2023-10-23_17h05.11.343,SlotMachine_updated,2023.1.3,Win32,58.41121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
