key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,practice_resp_rt,practice_keypress_time,practice_resp_keys,prac_presentationInterval,practice_reward_seq,reward_img,cumulative_reward,trial_reward,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,2,5,,,11608.5605,2,right,0.6002,11609.1814,1.5,0.3,"[1,2,3]",0.19924651,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,2,5,,,11610.9732,3,up,1.1278,11612.1123,1,0.3,"[1,2,3]",0.916612235,stimuli/card_10_transparent.png,10,3,0,3,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,2,5,,,11613.4045,4,up,0.5704,11613.9889,0.5,0.3,"[1,2,3]",0.171381657,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,2,5,,,11614.7835,5,up,0.5006,11615.3086,0.5,0.3,"[3,1,2]",0.947802889,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,2,5,,,11616.1037,6,up,4.2278,11620.3618,1,0.3,"[3,1,2]",0.05272191,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,2,5,,,11621.6521,7,up,4.5157,11626.1798,0.5,0.3,"[3,1,2]",0.304841408,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,2,5,,,11626.9729,8,up,0.6389,11627.6237,0.5,0.3,"[3,1,2]",0.878407786,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,2,5,,,11628.4144,9,up,1.005,11629.4346,1.5,0.3,"[3,1,2]",0.299247555,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,2,5,,,11631.2389,10,up,0.7699,11632.0174,0.5,0.3,"[3,1,2]",0.235254223,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,2,5,,,11632.8017,11,up,0.7098,11633.536,1,0.3,"[3,1,2]",0.911121574,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,2,5,,,11634.8301,12,up,0.5858,11635.4258,1,0.3,"[3,1,2]",0.986483846,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,2,5,,,11636.7095,13,up,1.1458,11637.8805,1.5,0.3,"[3,1,2]",0.352491417,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,2,5,,,11639.6638,14,right,0.6304,11640.3241,1,0.3,"[3,1,2]",0.578494141,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11641.6127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[500,950]",1,0,1,0,1
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,3,7,"[9,15]","[[1,3,2],[2,3,1]]",11646.6201,0,right,3.7358,11650.3744,1,0.3,"[1,3,2]",0.848596941,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,3,7,,,11651.6682,1,left,1.4957,11653.1908,1.5,0.3,"[1,3,2]",0.823307731,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,3,7,,,11654.9809,2,left,0.9197,11655.9189,1,0.3,"[1,3,2]",0.752992465,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,3,7,,,11657.2016,3,up,1.5392,11658.7611,1,0.3,"[1,3,2]",0.079744416,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,3,7,,,11660.0551,4,left,0.8312,11660.9056,0.5,0.3,"[1,3,2]",0.499075702,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,3,7,,,11661.7077,5,left,0.8316,11662.5557,0.5,0.3,"[1,3,2]",0.194975646,stimuli/card_10_transparent.png,10,5,0,5,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,3,7,,,11663.351,6,up,0.5668,11663.9482,1,0.3,"[1,3,2]",0.779900251,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,3,7,,,11665.2463,7,left,1.0601,11666.3393,0.5,0.3,"[1,3,2]",0.047884742,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,3,7,,,11667.1362,8,left,0.9582,11668.1061,0.5,0.3,"[1,3,2]",0.264278939,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,3,7,,,11668.8875,9,left,0.5009,11669.412,1.5,0.3,"[2,3,1]",0.283688988,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,,,,,,,3,7,,,11671.201,10,right,0.6501,11671.8693,0.5,0.3,"[2,3,1]",0.361666818,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,3,7,,,11672.6653,11,right,0.6523,11673.3343,0.5,0.3,"[2,3,1]",0.353296656,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,3,7,,,11674.1302,12,right,0.5133,11674.6751,1,0.3,"[2,3,1]",0.11335267,stimuli/card_10_transparent.png,10,12,0,12,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,3,7,,,11675.9623,13,right,0.6581,11676.6338,1.5,0.3,"[2,3,1]",0.688654112,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,3,7,,,11678.4305,14,right,0.7877,11679.2396,1,0.3,"[2,3,1]",0.245268595,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11680.5709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[500,950,940]",2,0,2,0,1
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,4,4,"[7,15]","[[2,3,1],[1,2,3]]",11685.564,0,right,0.5342,11686.1275,1.5,0.3,"[2,3,1]",0.883417142,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,4,4,,,11687.9225,1,right,0.516,11688.4699,1.5,0.3,"[2,3,1]",0.938932864,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,4,4,,,11690.2574,2,right,0.8355,11691.1044,0.5,0.3,"[2,3,1]",0.415320476,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,4,4,,,11691.8986,3,right,0.517,11692.4311,1,0.3,"[2,3,1]",0.038273838,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,,,,,,,,,,,4,4,,,11693.7137,4,right,0.7009,11694.4364,0.5,0.3,"[2,3,1]",0.178724663,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,4,4,,,11695.2281,5,up,0.6741,11695.9179,0.5,0.3,"[2,3,1]",0.066861085,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,410,,,,,,,,,,,,,,,,,,4,4,,,11696.7013,6,up,0.5675,11697.2859,0.5,0.3,"[2,3,1]",0.262879284,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,4,4,,,11698.0844,7,left,0.7019,11698.8007,0.5,0.3,"[1,2,3]",0.870476586,stimuli/card_100_transparent.png,100,7,0,7,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,610,,,,,,,,,,,,,,,,,,4,4,,,11699.5912,8,left,1.0817,11700.6906,1.5,0.3,"[1,2,3]",0.952731322,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,,,,,,,,,,,,,,,,,4,4,,,11702.4927,9,left,0.5694,11703.0791,1.5,0.3,"[1,2,3]",0.332554272,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,4,4,,,11704.8779,10,left,0.666,11705.5774,1.5,0.3,"[1,2,3]",0.512056126,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,910,,,,,,,,,,,,,,,,,,4,4,,,11707.3743,11,left,0.9017,11708.2923,1,0.3,"[1,2,3]",0.6912672,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,4,4,,,11709.5833,12,left,0.5823,11710.191,1.5,0.3,"[1,2,3]",0.7880213,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,1110,,,,,,,,,,,,,,,,,,4,4,,,11711.9777,13,left,0.8444,11712.842,1.5,0.3,"[1,2,3]",0.562746279,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,11714.6305,14,,,,1.5,0.3,,,,,14,0,14,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11720.1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[500,950,940,1110]",3,0,3,0,1
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,"[4,10,15]","[[2,3,1],[1,3,2],[3,2,1]]",11766.7637,0,,,,1.5,0.3,,,,,0,0,0,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,16208.778,1,,,,1.5,0.3,,,,,1,0,1,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,16241.8806,2,,,,1,0.3,,,,,2,0,2,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,16248.2937,3,,,,0.5,0.3,,,,,3,0,3,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,29866.0876,4,,,,1.5,0.3,,,,,4,0,4,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,32258.1834,5,,,,0.5,0.3,,,,,5,0,5,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,32501.1016,6,,,,1.5,0.3,,,,,6,0,6,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,32561.5446,7,,,,1.5,0.3,,,,,7,0,7,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,32567.0592,8,,,,1.5,0.3,,,,,8,0,8,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,32572.5649,9,,,,1,0.3,,,,,9,0,9,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,32578.9706,10,,,,1.5,0.3,,,,,10,0,10,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,34156.5681,11,,,,0.5,0.3,,,,,11,0,11,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,34162.072,12,,,,1,0.3,,,,,12,0,12,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,35196.5701,13,,,,0.5,0.3,,,,,13,0,13,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,35202.0719,14,,,,0.5,0.3,,,,,14,0,14,0,1,,,,,,
,,,,emberdebug,B,2024-08-15_16h04.30.061,Slot Machine Game,2023.1.3,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35207.5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[500,950,940,1110,0]",4,0,4,0,1
